codigo_proceso,t2.procedimiento,t2.actividad,Código,Nombre de la Actividad
T140003,T140003 Monitorear el servicio Ecosistemas,procesar datos ,CP1070,Procesar dato
T140003,T140003 Monitorear el servicio Ecosistemas,ajustar valor [act016] ,ACT016,Ajustar Valor
T140003,T140003 Monitorear el servicio Ecosistemas,definir condición [act114] ,ACT114,Definir CondiciÃ³n
T140003,T140003 Monitorear el servicio Ecosistemas,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T140003,T140003 Monitorear el servicio Ecosistemas,gestionar alerta [act181] ,ACT181,Atender Alerta
T140003,T140003 Monitorear el servicio Ecosistemas,identificar inconsistencia [act202] ,ACT202,Identificar Inconsistencia
T140003,T140003 Monitorear el servicio Ecosistemas,implementar solución [act204] ,ACT204,Implementar SoluciÃ³n
T140003,T140003 Monitorear el servicio Ecosistemas,informar resultado [act209] ,ACT209,Informar Resultado
T140003,T140003 Monitorear el servicio Ecosistemas,registrar alerta ,ACT210,Registrar Alerta
T140003,T140003 Monitorear el servicio Ecosistemas,ingresar alerta [act210] ,ACT210,Registrar Alerta
T140003,T140003 Monitorear el servicio Ecosistemas,registrar evento [act274] ,ACT274,Registrar Evento
T140003,T140003 Monitorear el servicio Ecosistemas,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T140004,Contabilizar Bienes recibidos en Pago,elaborar informes de revelaciones financieras ,CMP86,Elaborar Informe
T140112,"Vincular, actualizar y modificar proveedores",validar solicitud ,ACT348,Validar Solicitud
T140112,"Vincular, modificar y actualizar proveedor",validar solicitud ,ACT348,Validar Solicitud
T140705,Recibir y radicar requerimientos de Entidades Externas,c004: validar solicitud de cuentas ,ACT348,Validar Solicitud
T140705,T140705 Recibir y radicar requerimientos de Entidades Externas,c004: validar solicitud de cuentas ,ACT348,Validar Solicitud
T140707,Gestionar Requerimientos Legales sobre Clientes,c004: aprobar solicitud de prórroga ,CMP77,Aprobar Solicitud
T140707,Gestionar Requerimientos Legales sobre Clientes,c004 aprobar solicitud de prórroga ,CMP77,Aprobar Solicitud
T140707,Gestionar Requerimientos Legales sobre Clientes,c004 - aprobar solicitud de prórroga ,CMP77,Aprobar Solicitud
T140707,T140707 Gestionar Requerimientos Legales sobre Clientes,c004: aprobar solicitud de prórroga ,CMP77,Aprobar Solicitud
T141203,Gestionar los proyectos y programas de la Fundación Bancolombia,generar documento legal ,CP1160,Generar documento
T160021,Actualizar beneficiarios de convenios de nómina y gestión reclamos masivos,registrar la solicitud en bizagi ,CP1417,Registrar la solicitud
T160021,Aplicar Novedades Beneficiarios Ahorro a la Mano,validar solicitud de inscripción y modificación ,ACT348,Validar Solicitud
T160021,Aplicar novedades beneficiarios Ahorro a la Mano,validar solicitud de inscripción y modificación ,ACT348,Validar Solicitud
T160021,Atender Novedades de cuentas control,radicar solicitud novedad cuenta control o agente de garantías ,CMT79,Radicar Solicitud
T160021,Atender Novedades de cuentas control,rechazar solicitud cerrar flujo ,ACT264,Rechazar Solicitud
T160021,Atender Novedades de cuentas control,c023: recibir y validar solicitud ,ACT348,Validar Solicitud
T160021,Atender Novedades de cuentas control,cerrar solicitud en bizagi ,ACT378,Cerrar Solicitud
T160021,Atender novedades de Bolsillos,actualizar registro [act011] ,ACT011,Actualizar Registro
T160021,Atender novedades de cuentas control,radicar solicitud novedad cuenta control o agente de garantías ,CMT79,Radicar Solicitud
T160021,Atender novedades de cuentas control,rechazar solicitud cerrar flujo ,ACT264,Rechazar Solicitud
T160021,Atender novedades de cuentas control,c023: recibir y validar solicitud ,ACT348,Validar Solicitud
T160021,Atender novedades de cuentas control,cerrar solicitud en bizagi ,ACT378,Cerrar Solicitud
T160021,Atender solicitudes de AFC,c006: validar solicitud para registrar inmueble ,ACT348,Validar Solicitud
T160021,Bloqueo masivo de cupo-plazo de sobregiro,radicar solicitud ,CMT79,Radicar Solicitud
T160021,Bloqueo masivo de cupo-plazo de sobregiro,adjuntar respuesta y cerrar solicitud ,ACT378,Cerrar Solicitud
T160021,Cambiar estado de cuentas,radicar solicitud ,CMT79,Radicar Solicitud
T160021,Cambiar estado de cuentas,consultar información [act003] ,ACT003,Consultar InformaciÃ³n
T160021,Cambiar estado de cuentas,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T160021,Cambiar estado de cuentas,publicar información [act243] ,ACT243,Publicar InformaciÃ³n
T160021,Cambiar estado de cuentas,validar condiciones [act327] ,ACT327,Validar CondiciÃ³n
T160021,Cambiar estado de cuentas,modificar estados de cuentas y cerrar solicitudes ,ACT378,Cerrar Solicitud
T160021,Modificar cupos de sobregiro masivos,radicar solicitud ,CMT79,Radicar Solicitud
T160021,Modificar cupos de sobregiro masivos,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160021,Realizar cambio masivo de planes,radicar solicitud de cambio masivo de plan ,CMT79,Radicar Solicitud
T160021,Realizar inscripciones de cuentas,radicar solicitud de cambio de tasa ,CMT79,Radicar Solicitud
T160021,Realizar inscripciones de cuentas,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T160021,Realizar inscripciones de cuentas,rechazar solicitud en bizagi ,ACT264,Rechazar Solicitud
T160021,Realizar inscripciones de cuentas,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160021,Realizar inscripciones de cuentas,"validar solicitud ""exoneración retención en la fuente por cuenta"" ",ACT348,Validar Solicitud
T160021,Realizar inscripciones de cuentas,validar solicitud [act348] ,ACT348,Validar Solicitud
T160021,Realizar inscripciones de cuentas,c033: validar solicitud enviada por el cliente ,ACT348,Validar Solicitud
T160021,Realizar marcación y desmarcación de la exención al GMF,realizar indexación y custodia de información [cmf02] ,CMF02,Custodiar Documento Digital
T160021,Realizar marcación y desmarcación de la exención al GMF,radicar solicitud de contingencia ,CMT79,Radicar Solicitud
T160021,Realizar marcación y desmarcación de la exención al GMF,actualizar condición [act005] ,ACT005,Actualizar CondiciÃ³n
T160021,Realizar marcación y desmarcación de la exención al GMF,actualizar registro [act011] ,ACT011,Actualizar Registro
T160021,Realizar marcación y desmarcación de la exención al GMF,archivar documento [act032] ,ACT032,Archivar Documento
T160021,Realizar marcación y desmarcación de la exención al GMF,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160021,Realizar marcación y desmarcación de la exención al GMF,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160021,Realizar marcación y desmarcación de la exención al GMF,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160021,Realizar marcación y desmarcación de la exención al GMF,informar resultado [act209] ,ACT209,Informar Resultado
T160021,Realizar marcación y desmarcación de la exención al GMF,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160021,Realizar marcación y desmarcación de la exención al GMF,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160021,Realizar marcación y desmarcación de la exención al GMF,registrar evento [act274] ,ACT274,Registrar Evento
T160021,Realizar marcación y desmarcación de la exención al GMF,validar documento [act331] ,ACT331,Validar Documento
T160021,Realizar marcación y desmarcación de la exención al GMF,validar información [act341] ,ACT341,Validar InformaciÃ³n
T160021,Realizar marcación y desmarcación de la exención al GMF,validar respuesta [act345] ,ACT345,Validar Respuesta
T160021,Realizar marcación y desmarcación de la exención al GMF,devolver solicitud [act377] ,ACT377,Devolver Solicitud
T160021,Realizar marcación y desmarcación de la exención al GMF,devolver solicitud para que sea corregida ,ACT377,Devolver Solicitud
T160021,Realizar monitoreo de cuentas,radicar solicitud bizagi ,CMT79,Radicar Solicitud
T160021,Realizar monitoreo de cuentas,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160021,Realizar monitoreo de cuentas,validar respuesta lectura tiempo real ,ACT345,Validar Respuesta
T160021,Realizar monitoreo de cuentas,validar respuesta de lectura batch ,ACT345,Validar Respuesta
T160021,Realizar monitoreo de cuentas,validar respuesta de lectura ,ACT345,Validar Respuesta
T160021,Realizar monitoreo de cuentas,validar respuesta lectura en batch ,ACT345,Validar Respuesta
T160021,Realizar monitoreo de cuentas,validar resultado de la lectura crédito ,ACT347,Validar Resultado
T160021,Realizar novedad de Inembargabilidad a cuentas ahorros y corrientes,rechazar solicitud ,ACT264,Rechazar Solicitud
T160021,Realizar novedad de inembargabilidad a cuentas de ahorro y corriente,rechazar solicitud ,ACT264,Rechazar Solicitud
T160021,Realizar parametrizaciones,radicar solicitud para asignar tasa especial a la oe ,CMT79,Radicar Solicitud
T160021,Realizar parametrizaciones,rechazar solicitud ,ACT264,Rechazar Solicitud
T160021,Trasladar fondos cuenta maestras pagadoras,radicar solicitud ,CMT79,Radicar Solicitud
T160021,Trasladar fondos cuenta maestras pagadoras,rechazar solicitud ,ACT264,Rechazar Solicitud
T160021,Trasladar fondos cuenta maestras pagadoras,cerrar solicitud ,ACT378,Cerrar Solicitud
T160028,Administrar Extractos Especiales,cerrar solicitud ,ACT378,Cerrar Solicitud
T160028,Atender solicitudes mensajes MT940-CAMT053,rechazar solicitud ,ACT264,Rechazar Solicitud
T160028,Generar Extractos Especiales,validar solicitud del cliente ,ACT348,Validar Solicitud
T160028,Gestionar Extractos Especiales,rechazar solicitud ,ACT264,Rechazar Solicitud
T160028,Gestionar Extractos Especiales,validar solicitud ,ACT348,Validar Solicitud
T160028,Gestionar Extractos Especiales,c002 validar solicitud ,ACT348,Validar Solicitud
T160028,Inscribir mensaje MT940-CAMT053,radicar solicitud en bizagi ,CMT79,Radicar Solicitud
T160028,Modificar mensaje MT940-CAMT053,radicar solicitud en sap crm ,CMT79,Radicar Solicitud
T160028,Monitorear Extractos MT940-CAMT053,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160028,Monitorear Extractos MT940-CAMT053,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160028,Monitorear Extractos MT940-CAMT053,informar resultado [act209] ,ACT209,Informar Resultado
T160028,Monitorear Extractos MT940-CAMT053,informar resultado del monitoreo ,ACT209,Informar Resultado
T160028,Monitorear Extractos MT940-CAMT053,monitorear servicio [act222] ,ACT222,Monitorear Servicio
T160028,Realizar Validacion de Extractos Especiales,informar resultado de la validación ,ACT209,Informar Resultado
T160028,Realizar soporte de extractos Especiales,rechazar solicitud ,ACT264,Rechazar Solicitud
T160028,Retirar mensaje MT940-CAMT053,radicar solicitud en sap crm ,CMT79,Radicar Solicitud
T160050,Realizar conciliación contable TDC,consultar saldos sap ,ACT103,Consultar Saldo
T160050,Realizar la Razonabilidad de PyG,elaborar informe de análisis de razonabilidad con sus respectivas justificaciones ,CMP86,Elaborar Informe
T160057,Actualizar información Comercios Tradicional,radicar solicitud ,CMT79,Radicar Solicitud
T160057,Actualizar información Comercios Tradicional,procesar solicitud recibida ,ACT238,Procesar Solicitud
T160057,Actualizar información Comercios Tradicional,rechazar solicitud recibida ,ACT264,Rechazar Solicitud
T160057,Actualizar información Comercios Tradicional,validar respuesta de las redes ,ACT345,Validar Respuesta
T160057,Autorizar Maquina Imprinter,procesar solicitud recibida ,ACT238,Procesar Solicitud
T160057,Autorizar Maquina Imprinter,procesar solicitud ,ACT238,Procesar Solicitud
T160057,Cambiar cuentas a comercios RAM 65,rechazar solicitud ,ACT264,Rechazar Solicitud
T160057,Cambiar cuentas a comercios Tradicional,radicar solicitud en bizagigo ,CMT79,Radicar Solicitud
T160057,Cambiar cuentas a comercios Tradicional,rechazar solicitud ,ACT264,Rechazar Solicitud
T160057,Cambiar cuentas a comercios Tradicional,rechazar solicitud recibida ,ACT264,Rechazar Solicitud
T160057,Procesar cambios de comisión a comercios RAM 65,rechazar solicitud ,ACT264,Rechazar Solicitud
T160057,Procesar cambios de comisión a comercios Tradicionales,radicar solicitud en bizagigo ,CMT79,Radicar Solicitud
T160057,Procesar cambios de comisión a comercios Tradicionales,rechazar solicitud recibida ,ACT264,Rechazar Solicitud
T160057,Procesar cambios de comisión a comercios Tradicionales,rechazar solicitud ,ACT264,Rechazar Solicitud
T160057,Procesar novedades a comercios Conexión Directa,cerrar caso como exitoso en flujo de flujos ,CP0061,Cerrar caso.
T160057,Procesar novedades a comercios Conexión Directa,rechazar solicitud ,ACT264,Rechazar Solicitud
T160057,Procesar novedades a comercios Conexión Directa,devolver solicitud ,ACT377,Devolver Solicitud
T160057,Procesar novedades a comercios MULTIFRANQUICIAS REDEBAN,reasignar solicitud recibida ,CMP75,Asignar Solicitud
T160057,Procesar novedades a comercios MULTIFRANQUICIAS REDEBAN,aprobar solicitud recibida ,CMP77,Aprobar Solicitud
T160057,Procesar novedades a comercios MULTIFRANQUICIAS REDEBAN,radicar solicitud en bizagi flujo de flujos ,CMT79,Radicar Solicitud
T160057,Procesar novedades a comercios MULTIFRANQUICIAS REDEBAN,procesar solicitud recibida ,ACT238,Procesar Solicitud
T160057,Procesar novedades a comercios MULTIFRANQUICIAS REDEBAN,rechazar solicitud recibida ,ACT264,Rechazar Solicitud
T160057,Procesar novedades a comercios MULTIFRANQUICIAS REDEBAN,recibir y validar solicitud ,ACT348,Validar Solicitud
T160057,Procesar novedades a comercios VISA REDEBAN,reasignar solicitud recibida ,CMP75,Asignar Solicitud
T160057,Procesar novedades a comercios VISA REDEBAN,aprobar solicitud recibida ,CMP77,Aprobar Solicitud
T160057,Procesar novedades a comercios VISA REDEBAN,radicar solicitud en bizagi flujo de flujos ,CMT79,Radicar Solicitud
T160057,Procesar novedades a comercios VISA REDEBAN,procesar solicitud recibida ,ACT238,Procesar Solicitud
T160057,Procesar novedades a comercios VISA REDEBAN,rechazar solicitud recibida ,ACT264,Rechazar Solicitud
T160057,Procesar novedades a comercios VISA REDEBAN,recibir y validar solicitud ,ACT348,Validar Solicitud
T160057,Procesar novedades a comercios institución 63,cerrar caso como exitoso en flujo de flujos ,CP0061,Cerrar caso.
T160057,Procesar novedades a comercios institución 63,rechazar solicitud ,ACT264,Rechazar Solicitud
T160057,Procesar novedades a comercios institución 63,devolver solicitud ,ACT377,Devolver Solicitud
T160065,Afiliar SubComercios Modelo Agregador,archivar documento [act032] ,ACT032,Archivar Documento
T160065,Afiliar SubComercios Modelo Agregador,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160065,Afiliar SubComercios Modelo Agregador,descargar reporte [act122] ,ACT122,Descargar Reporte
T160065,Afiliar SubComercios Modelo Agregador,c019 validar información [act341] ,ACT341,Validar InformaciÃ³n
T160065,Afiliar SubComercios Modelo Agregador,validar respuesta [act345] ,ACT345,Validar Respuesta
T160065,Afiliar comercios a la red American Express,procesar solicitudes de afiliación y nit de comercios ,ACT238,Procesar Solicitud
T160065,Afiliar comercios aceptación de pagos tradicional,radicar solicitud en bizagigo ,CMT79,Radicar Solicitud
T160065,Afiliar comercios aceptación de pagos tradicional,generar documentos ,CP1160,Generar documento
T160065,Afiliar comercios aceptación de pagos tradicional,rechazar solicitud recibida ,ACT264,Rechazar Solicitud
T160065,Procesar vinculaciones a comercios aceptación de pagos tradicional,generar documentos ,CP1160,Generar documento
T160076,Contingencia 1 Realizar Pago Para Mercado de Capitales,ajustar valor [act016] ,ACT016,Ajustar Valor
T160076,Contingencia 1 Realizar Pago Para Mercado de Capitales,anular solicitud [act024] ,ACT024,Cancelar Solicitud
T160076,Contingencia 1 Realizar Pago Para Mercado de Capitales,anular solicitud [act024] - 1 ,ACT024,Cancelar Solicitud
T160076,Contingencia 1 Realizar Pago Para Mercado de Capitales,cmp59: autenticar cliente-usuario en sucursal ,ACT045,Autenticar Cliente
T160076,Contingencia 1 Realizar Pago Para Mercado de Capitales,autorizar transaccion [act052] ,ACT052,Autorizar TransacciÃ³n
